nama_rumah,kamar_mandi,kamar_tidur,luas_m2,harga,harga_m2,alamat,link,harga_kategori,harga_m2_kategori
for sale brand new house  design by atelier riri,3,5,240,5500000000,50458716,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-for-sale-brand-new-house-design-by-atelier-riri-oleh-andi-alfreza-18483748,5 - 10 M,30 Juta- Max
Rumah Bintaro Jakarta Selatan/JakSel,4,4,400,5500000000,15277778,"Jln Bintaro Tengah, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-bintaro-jakarta-selatan-jaksel-oleh-dimas-18766919,5 - 10 M,15 - 25 Juta
Rumah Dijual Harga Nego Lokasi Lebak Bulus,4,4,230,5500000000,24553571,"Lebak Bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-harga-nego-lokasi-lebak-bulus-oleh-raharja-hadi-bastari-18674667,5 - 10 M,15 - 25 Juta
Rumah Desain Industrial Siap Huni di Veteran,4,5,195,5500000000,25943396,"Veteran, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-desain-industrial-siap-huni-di-veteran-oleh-didik-dewanto-hadi-18280658,5 - 10 M,25 - 30 Juta
Rumah Baru 3 Lantai dalam Perumahan Elit dengan Mini Pool,4,5,250,5500000000,34161491,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-3-lantai-dalam-perumahan-elit-dengan-mini-pool-oleh-ben-axel-18701901,5 - 10 M,30 Juta- Max
Komplek Bukit cinere pondok indah nya cinere,5,6,600,5500000000,7275132,"Bukit cinere, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-komplek-bukit-cinere-pondok-indah-nya-cinere-oleh-mirza-18758762,5 - 10 M,0 - 10 Juta
Pesanggrahan,5,5,475,5500000000,20370370,"Petukangan, Petukangan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pesanggrahan-oleh-ferdy-18189943,5 - 10 M,15 - 25 Juta
Dijual Rumah Di Komplek Permata Mediterania,6,6,177,5500000000,20522388,"Kebayoran Lama, Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-komplek-permata-mediterania-oleh-nurul-laela-roswati-s-psi-17917585,5 - 10 M,15 - 25 Juta
Bumi Bintaro Permai,7,7,580,5500000000,13221154,"Bumi Bintaro Permai Bumi Bintaro Permai, Jakarta, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-bumi-bintaro-permai-oleh-wibawanto-15334010,5 - 10 M,10 - 15 Juta
Rumah Dijual Garuda Merak Bintaro Jaya Sektor 1 Semi Furnished Murah,4,6,290,5400000000,18000000,"Garuda Merak Bintaro Jaya Sektor 1, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-garuda-merak-bintaro-jaya-sektor-1-semi-furnished-murah-oleh-edwin-bright-18689440,5 - 10 M,15 - 25 Juta
Di Jual Rumah Di Kebayoran Lama,4,8,140,5400000000,21600000,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-di-jual-rumah-di-kebayoran-lama-oleh-nola-18926622,5 - 10 M,15 - 25 Juta
Jual Rumah Pondok Indah,2,3,200,5300000000,33125000,"Pondok Indah, Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-pondok-indah-oleh-ria-yuliantini-18682102,5 - 10 M,30 Juta- Max
Rumah Modern Minimalis Desain Super Cantik di Kemang,2,3,175,5300000000,42741935,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-modern-minimalis-desain-super-cantik-di-kemang-oleh-archangela-imelda-18932770,5 - 10 M,30 Juta- Max
"Rumah Siap Huni Dalam Cluster di Veteran, Jakarta Selatan, Dekat Akses Toll",3,4,195,5300000000,25000000,"Jl.Perdagangan, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-dalam-cluster-di-veteran-jakarta-selatan-dekat-akses-toll-oleh-imelda-djuarta-18677391,5 - 10 M,15 - 25 Juta
Rumah Bagus,3,3,325,5300000000,36805556,"Jalan Kemang Utara, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-bagus-oleh-novi-jusmanto-e-15793421,5 - 10 M,30 Juta- Max
Dijual Rumah area pondok indah harga murah,3,4,250,5300000000,37857143,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-area-pondok-indah-harga-murah-oleh-arie-yudha-17853214,5 - 10 M,30 Juta- Max
Rumah Bagus parkiran 6mobil Harga nego Bebas Banjir akses jln Dua mobil,4,4,250,5300000000,13316583,"Jln Lebak bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-bagus-parkiran-6mobil-harga-nego-bebas-banjir-akses-jln-dua-mobil-oleh-iko-17681138,5 - 10 M,10 - 15 Juta
Terasari townhouse @ cipete,4,4,240,5300000000,48623853,"Jl. Kebon Anggrek, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-terasari-townhouse-cipete-oleh-garnet-troy-18257901,5 - 10 M,30 Juta- Max
Rumah Mewah Cantik Dan SiapHuni Dalam Komplek Asri Dan Nyaman Di Pejaten Barat Jakarta Selatan,5,5,280,5300000000,25118483,"Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-cantik-dan-siaphuni-dalam-komplek-asri-dan-nyaman-di-pejaten-barat-jakarta-selatan-oleh-hardi-ansyah-18801017,5 - 10 M,25 - 30 Juta
"Area Mampang Prapatan kalibata Pasar Minggu, Rumah di Komplek Duren Tiga Pancoran",2,4,180,5250000000,25000000,"Duren Tiga, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-area-mampang-prapatan-kalibata-pasar-minggu-rumah-di-komplek-duren-tiga-pancoran-oleh-asrila-18896367,5 - 10 M,15 - 25 Juta
"Rumah minimalis Cilandak dekat ke Citos 5, 25M",3,3,180,5250000000,26250000,"Cilandak tengah, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-minimalis-cilandak-dekat-ke-citos-5-25m-oleh-soni-indra-16308389,5 - 10 M,25 - 30 Juta
"Murah! Rumah Cantik dekat Gandaria City Mall, Kebayoran Lama, Jakarta Selatan",5,6,350,5250000000,24532710,"Jl Iskandar Muda, Kebayoran Lama, Jakarta, Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-murah-rumah-cantik-dekat-gandaria-city-mall-kebayoran-lama-jakarta-selatan-oleh-hendra-18273213,5 - 10 M,15 - 25 Juta
Rumah baru di Jagakarsa Jak-Sel,3,4,180,5200000000,24761905,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-di-jagakarsa-jak-sel-oleh-bella-18521465,5 - 10 M,15 - 25 Juta
DIJUAL RUMAH TROPIS MINIMALIS DI KEMANG JAKARTA SELATAN,4,4,314,5200000000,27659574,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-tropis-minimalis-di-kemang-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-17805441,5 - 10 M,25 - 30 Juta
Dijual Rumah Dalam Townhouse Fasilitas Private Pool Lokasi Strategis Di Pondok Labu,4,5,200,5200000000,28888889,"Pondok Labu, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-dalam-townhouse-fasilitas-private-pool-lokasi-strategis-di-pondok-labu-oleh-fathia-thalib-s-i-kom-18750336,5 - 10 M,25 - 30 Juta
Rumah mewah dengan design classic modern 3 lantai dan privet pool,4,6,440,5200000000,29213483,"Jl durian, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-dengan-design-classic-modern-3-lantai-dan-privet-pool-oleh-burhan-18778014,5 - 10 M,25 - 30 Juta
Rumah Mewah LUX jagakarsa premium area,4,5,350,5200000000,29213483,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-lux-jagakarsa-premium-area-oleh-junaedi-abdullah-18910533,5 - 10 M,25 - 30 Juta
Cluster Quebec,5,5,278,5200000000,19696970,"Jln lebak bulus Jakarta selatan, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-quebec-oleh-syarifudin-17802023,5 - 10 M,15 - 25 Juta
RUMAH MEWAH 3 LANTAI PRIVATE POOL. LOKASI DEKAT CILANDAK,6,7,440,5200000000,29213483,"Durian, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-3-lantai-private-pool-lokasi-dekat-cilandak-oleh-allan-dody-18771106,5 - 10 M,25 - 30 Juta
Jagakarsa,6,7,350,5200000000,29213483,"Jl Durian, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-oleh-ahmad-sofwan-18919869,5 - 10 M,25 - 30 Juta
Pondok Pinang Town House,3,3,273,5100000000,38931298,"Jalan Deplu Raya, Pondok Pinang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-pinang-town-house-oleh-theresia-valentina-16363689,5 - 10 M,30 Juta- Max
Town House,4,4,240,5100000000,28491620,"Wijayakusuma, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-town-house-oleh-mz-i-h-s-a-n-18894716,5 - 10 M,25 - 30 Juta
Cipete Termurah Hitung Tanah Bonus Bangunan Dekat Abdul Majid 16jt/m,2,5,172,5000000000,16025641,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-termurah-hitung-tanah-bonus-bangunan-dekat-abdul-majid-16jt-m-oleh-nizar-luthfi-18858875,"3,5 - 5 M",15 - 25 Juta
Rumah Lama Cocok Dibangun Komersil,2,4,135,5000000000,16393443,"HUBUNGI : FITRI - WA. 0812.8003.0500, Menteng Dalam, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-lama-cocok-dibangun-komersil-oleh-fitri-hatta-18217634,"3,5 - 5 M",15 - 25 Juta
"Rumah Lama  di Tebet, Jakarta selatan",2,4,120,5000000000,26737968,"Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-lama-di-tebet-jakarta-selatan-oleh-sofi-n-trisno-18650282,"3,5 - 5 M",25 - 30 Juta
Rumah Mewah private pool tanah luas,3,5,200,5000000000,16339869,"Jl Paso raya, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-private-pool-tanah-luas-oleh-jaelani-18472124,"3,5 - 5 M",15 - 25 Juta
Pejaten Barat,3,4,215,5000000000,43103448,"Jati Padang Pasar Minggu, Jati Padang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pejaten-barat-oleh-ahmad-sofwan-18871769,"3,5 - 5 M",30 Juta- Max
Rumah Lama di Pajaten,4,5,200,5000000000,11876485,"Pejaten, Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-lama-di-pajaten-oleh-indah-18656181,"3,5 - 5 M",10 - 15 Juta
TURUN HARGA! Rumah Mewah nyaman dan bersih. Siap Huni di Kebayoran Villas Bintaro,4,5,275,5000000000,19607843,"Kebayoran Villas Bintaro, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-turun-harga-rumah-mewah-nyaman-dan-bersih-siap-huni-di-kebayoran-villas-bintaro-oleh-niar-tamara-15990231,"3,5 - 5 M",15 - 25 Juta
"Jagakarsa, Rumah Siap Huni, Bentuk Tanah Ngantong",5,4,315,5000000000,8928571,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-rumah-siap-huni-bentuk-tanah-ngantong-oleh-nina-ika-dewandari-18803700,"3,5 - 5 M",0 - 10 Juta
Dijual Rumah Bagus Nyaman dan Siap Huni di River park Bintaro Sektor 8,5,4,350,5000000000,16666667,"Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-bagus-nyaman-dan-siap-huni-di-river-park-bintaro-sektor-8-oleh-niar-tamara-15768409,"3,5 - 5 M",15 - 25 Juta
Cilandak Eksklusif Townhouse,5,5,260,5000000000,33333333,"Jl RM Harsono Ragunan, Ragunan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cilandak-eksklusif-townhouse-oleh-ahmad-sofwan-18833589,"3,5 - 5 M",30 Juta- Max
"6 Bedrooms Rumah Mampang Prapatan, Jakarta Selatan, DKI Jakarta",6,6,396,5000000000,15723270,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-6-bedrooms-rumah-mampang-prapatan-jakarta-selatan-dki-jakarta-oleh-muhamad-hansamu-18497056,"3,5 - 5 M",15 - 25 Juta
"[For Sale] Exclusive Townhouse at Kemang, Jakarta Selatan",4,5,247,4950000000,49009901,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-for-sale-exclusive-townhouse-at-kemang-jakarta-selatan-oleh-fathia-thalib-s-i-kom-18458574,"3,5 - 5 M",30 Juta- Max
Petukangan Jakarta Selatan,3,6,300,4900000000,11036036,"Petukangan Jakarta Selatan, Pesanggrahan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-petukangan-jakarta-selatan-oleh-windi-18819840,"3,5 - 5 M",10 - 15 Juta
Jagakarsa,3,5,275,4900000000,23444976,"Jl Moh Kahfi 1, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-oleh-ahmad-sofwan-18837852,"3,5 - 5 M",15 - 25 Juta
"DIJUAL CEPAT RUMAH MEWAH BERKELAS, BERDESAIN MODERN KLASIK EROPA DI KAWASAN PREMIUM KEMANG",3,3,205,4900000000,54444444,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-mewah-berkelas-berdesain-modern-klasik-eropa-di-kawasan-premium-kemang-oleh-achmad-fauzan-16946071,"3,5 - 5 M",30 Juta- Max
Rumah Mewah Modern Clasic Private pool Dekat Tol Andara,4,5,275,4900000000,23444976,"Jln Moh Kahfi 1 Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-modern-clasic-private-pool-dekat-tol-andara-oleh-syarifudin-18838430,"3,5 - 5 M",15 - 25 Juta
Kemang,4,3,250,4900000000,51041667,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-oleh-ferdy-17240805,"3,5 - 5 M",30 Juta- Max
Rumah Kemang Desain French Classic Style,4,4,205,4900000000,54444444,"Kemang, Jakarta Selatan, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-kemang-desain-french-classic-style-oleh-muhammad-taufiq-rizal-18706679,"3,5 - 5 M",30 Juta- Max
Rumah Mewah Murah di Kemang Jaksel,5,6,205,4900000000,54444444,"Jl.Kemang Timur, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-murah-di-kemang-jaksel-oleh-nanik-18668362,"3,5 - 5 M",30 Juta- Max
Dijual Rumah Murah Daerah Pesanggrahan Jakarta Selatan,0,0,400,4900000000,5280172,"Pesanggrahan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-murah-daerah-pesanggrahan-jakarta-selatan-oleh-olive-18935868,"3,5 - 5 M",0 - 10 Juta
"DIJUAL RUMAH SECOND, KONDISI TERAWAT, 3 LANTAI DALAM TOWN HOUSE",3,3,175,4800000000,38709677,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-second-kondisi-terawat-3-lantai-dalam-town-house-oleh-zainab-alattas-18889733,"3,5 - 5 M",30 Juta- Max
"Dijual Rumah di Kemang Barat, Jakarta Selatan ~ Sudah Renovasi ~ Bebas Banjir",3,3,275,4800000000,38709677,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-kemang-barat-jakarta-selatan-sudah-renovasi-bebas-banjir-oleh-briand-18611252,"3,5 - 5 M",30 Juta- Max
"Dijual Rumah Bagus Siap Huni 4 lantai Di Cipete Kebayoran Baru, Lingkungan Asri",6,7,320,4800000000,26666667,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-bagus-siap-huni-4-lantai-di-cipete-kebayoran-baru-lingkungan-asri-oleh-mike-trisia-17785310,"3,5 - 5 M",25 - 30 Juta
"Dijual rumah harga NJOP dalam komplek dprd, jalan pertanian raya, luas 340 meter",0,0,200,4800000000,14117647,"kavling dprd, lebak bulus indah, jakarta selatan, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-harga-njop-dalam-komplek-dprd-jalan-pertanian-raya-luas-340-meter-oleh-agung-sugiono-18208424,"3,5 - 5 M",10 - 15 Juta
KEBAGUSAN - RUMAH SECONDARY UNTUK RUANG KOMERSIAL,2,3,230,4760000000,20000000,"HUBUNGI : FITRI - WA. 0812.8003.0500, Kebagusan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kebagusan-rumah-secondary-untuk-ruang-komersial-oleh-fitri-hatta-18901838,"3,5 - 5 M",15 - 25 Juta
Pinang residence,3,3,274,4750000000,36149163,"Jl deplu raya, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pinang-residence-oleh-muray-18773178,"3,5 - 5 M",30 Juta- Max
RUMAH DIJUAL CLUSTER PALMA PINANG RESIDENCE SMART HOME INTILAND DI PONDOK PINANG PROMO HANYA 4. 75 M,4,4,274,4750000000,36259542,"Pondok Pinang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-cluster-palma-pinang-residence-smart-home-intiland-di-pondok-pinang-promo-hanya-4-75-m-oleh-abdullah-rifky-said-ss-17406408,"3,5 - 5 M",30 Juta- Max
CAVANA SIMATUPANG JAKARTA SELATAN,3,3,116,4735000000,20586957,"Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cavana-simatupang-jakarta-selatan-oleh-ardi-18175535,"3,5 - 5 M",15 - 25 Juta
Pondok Indah Mall,1,2,70,4700000000,38524590,"Jl Metro Pondok Indah, Kebayoran Lama, Jakarta, Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-mall-oleh-iswandri-marsid-17218610,"3,5 - 5 M",30 Juta- Max
Rumah Ulujami JakSel Strategis,3,4,450,4700000000,15666667,"Pesanggrahan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-ulujami-jaksel-strategis-oleh-dea-rianti-rachman-18114798,"3,5 - 5 M",15 - 25 Juta
"Bukit Cinere Indah, JAKARTA SELATAN",4,7,300,4700000000,10657596,"Jalan Raya Cinere, Depok, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-bukit-cinere-indah-jakarta-selatan-oleh-siany-karyanto-17897638,"3,5 - 5 M",10 - 15 Juta
Rumah Murah Harga NJOP Lebak Bulus,4,5,200,4700000000,13823529,"Pertanian Raya, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-murah-harga-njop-lebak-bulus-oleh-ilham-18138329,"3,5 - 5 M",10 - 15 Juta
lebak bulus,4,4,240,4700000000,20434783,"lebak bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-lebak-bulus-oleh-dedy-faazli-18777960,"3,5 - 5 M",15 - 25 Juta
"6 Bedrooms Rumah Setia Budi, Jakarta Selatan, DKI Jakarta",5,6,400,4700000000,20000000,"Setia Budi, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-6-bedrooms-rumah-setia-budi-jakarta-selatan-dki-jakarta-oleh-yohanes-14845496,"3,5 - 5 M",15 - 25 Juta
Jual Cepat (BU) Rumah dalam komplek Bona Indah,2,3,297,4600000000,15488215,"Bona Indah, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-cepat-bu-rumah-dalam-komplek-bona-indah-oleh-criesta-emeralda-18686363,"3,5 - 5 M",15 - 25 Juta
"Tanjung Barat Indah, Rumah Minimalis Cantik Rapi Terawat",2,3,200,4600000000,18253968,"Tanjung Barat, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-tanjung-barat-indah-rumah-minimalis-cantik-rapi-terawat-oleh-nina-ika-dewandari-18460020,"3,5 - 5 M",15 - 25 Juta
"LEBAK BULUS, DIJUAL RUMAH HANYA HITUNG TANAH DALAM KOMPLEK, Lt 277m2",3,4,250,4600000000,16606498,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-lebak-bulus-dijual-rumah-hanya-hitung-tanah-dalam-komplek-lt-277m2-oleh-dian-damayanti-18919393,"3,5 - 5 M",15 - 25 Juta
Dijual cepat Rumah Baru di Perumahan River Valley Lebak Bulus,4,4,142,4600000000,29113924,"Jakarta Selatan, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-baru-di-perumahan-river-valley-lebak-bulus-oleh-nurul-laela-roswati-s-psi-18400295,"3,5 - 5 M",25 - 30 Juta
Rumah 3 lantai dalam cluster dengan privatpool di  Jatii padang,4,4,204,4600000000,45098039,"Jati padang, Jati Padang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-3-lantai-dalam-cluster-dengan-privatpool-di-jatii-padang-oleh-fini-fauzia-arfani-18926255,"3,5 - 5 M",30 Juta- Max
The Pakubuwono View,2,2,153,4500000000,29411765,"Jl Teuku Nyak Arif, Kebayoran Lama, Jakarta, Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-the-pakubuwono-view-oleh-robert-kesuma-17870155,"3,5 - 5 M",25 - 30 Juta
The Pakubuwono View,2,2,153,4500000000,29411765,"Jl Teuku Nyak Arif, Kebayoran Lama, Jakarta, Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-the-pakubuwono-view-oleh-robert-kesuma-8966390,"3,5 - 5 M",25 - 30 Juta
The Pakubuwono View,2,2,153,4500000000,29411765,"Jl Teuku Nyak Arif, Kebayoran Lama, Jakarta, Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-the-pakubuwono-view-oleh-robert-kesuma-17736029,"3,5 - 5 M",25 - 30 Juta
Dijual cepat Rumah Tua Hitung Tanah lokasi strategis Jakarta Selatan,3,4,179,4500000000,9355509,"Bintaro Permai Jakarta Selatan, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-tua-hitung-tanah-lokasi-strategis-jakarta-selatan-oleh-heny-purwaningsih-18939123,"3,5 - 5 M",0 - 10 Juta
Rumah Tinggal siap huni di Bumi Bintaro Permai II,3,4,240,4500000000,21428571,"Jl. Alamanda, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-tinggal-siap-huni-di-bumi-bintaro-permai-ii-oleh-yanti-dwi-jayanti-18784555,"3,5 - 5 M",15 - 25 Juta
"3 Bedrooms Rumah Lebak Bulus, Jakarta Selatan, DKI Jakarta",3,3,160,4500000000,37500000,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-3-bedrooms-rumah-lebak-bulus-jakarta-selatan-dki-jakarta-oleh-elly-maria-18892771,"3,5 - 5 M",30 Juta- Max
TURUN HARGA! !! Dijual Cepat Rumah Second Siap Huni di Area Cipete Jakarta Selatan,4,4,370,4500000000,12195122,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-turun-harga-dijual-cepat-rumah-second-siap-huni-di-area-cipete-jakarta-selatan-oleh-zainab-alattas-18610599,"3,5 - 5 M",10 - 15 Juta
